HQID,MLBAMID,Player,Age,Throws,Tm,LG,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,W,L,G,QS,SV,BS,HD,12$,15$,IP,H,ER,HR,BB,K,ERA,WHIP,BF/G,K9,K%,BB/9,BB%,Cmd,K-BB%,HR9,OOB,xERA,G%,L%,F%,H%,S%,RAR,BPX
5152,605182,"Clevinger, Mike",34,R,CWS,AL,F,"1111 FFF",10,463.49,329,750,227,5,9,22,7,5,,,-7,-7,116.0,111,56,16,40,94,4.34,1.30,21.7,7.3,19%,3.1,8%,2.4,11.3%,1.2,.316,4.56,37%,20%,43%,28%,70%,-6.6,71.2863
3791,502171,"Cobb, Alex",37,R,DET,AL,B,"3100 FAA",0,471.54,268,719,210,3,3,11,4,,,,-7,-7,58.0,56,23,5,15,45,3.57,1.22,21.3,7.0,19%,2.3,6%,3.0,12.8%,0.8,.303,3.58,56%,20%,25%,30%,72%,3.7,110.293
8031,664351,"Contreras, Luis",28,R,HOU,AL,F,"2100 AFF",0,,,,,1,,15,,,,2,-12,-12,15.0,13,6,1,6,12,3.60,1.27,4.1,7.2,19%,3.6,9%,2.0,9.8%,0.6,.310,4.28,44%,20%,36%,28%,72%,-0.3,62.0277
6882,672710,"Contreras, Roansy",25,R,BAL,AL,C+,"1200 ACB",0,454.99,506,742,,1,,11,,,,,-12,-12,22.0,19,10,3,9,19,4.09,1.27,8.2,7.8,21%,3.7,10%,2.1,11.1%,1.2,.311,4.37,42%,17%,41%,27%,72%,-0.7,68.983
4086,571578,"Corbin, Patrick",35,L,WSH,NL,C+,"1003 AAB",15,452.59,591,743,,6,9,24,6,,,,-19,-19,131.0,151,73,21,40,94,5.02,1.46,23.4,6.5,16%,2.8,7%,2.4,9.6%,1.4,.341,4.51,45%,22%,34%,32%,69%,-6.6,74.1482
5809,641482,"Cortes, Nestor",30,L,MIL,NL,B+,"2303 FAB",30,286.21,205,350,135,9,10,29,12,,,,4,4,152.0,143,68,22,40,153,4.03,1.20,21.1,9.1,25%,2.4,6%,3.8,18.5%,1.3,.299,4.12,31%,19%,50%,30%,71%,-0.4,123.2459
4774,543056,"Coulombe, Danny",35,L,MIN,AL,A+,"4300 FCC",0,452.48,623,743,264,4,4,52,,,2,5,-3,-3,51.0,44,19,5,11,54,3.35,1.08,3.8,9.5,27%,1.9,5%,4.9,21.6%,0.9,.277,3.36,44%,16%,40%,30%,72%,4.6,160.9528
6724,664776,"Cousins, Jake",30,R,NYY,AL,A+,"4500 FDF",0,454.33,669,750,163,3,3,57,,,2,20,-7,-7,58.0,43,23,7,33,75,3.57,1.31,4.2,11.6,31%,5.1,13%,2.3,17.5%,1.1,.317,3.51,47%,17%,36%,28%,76%,4.2,109.7799
6849,676710,"Crawford, Kutter",28,R,BOS,AL,A,"2301 CAA",8,312.74,199,499,50,6,6,23,7,,,,-7,-7,116.0,109,58,20,39,115,4.50,1.28,20.7,8.9,24%,3.0,8%,3.0,16.0%,1.6,.311,4.31,33%,18%,49%,29%,70%,-3.0,102.3343
6838,681867,"Criswell, Cooper",28,R,BOS,AL,B,"2000 DCB",0,456.24,624,745,113,2,2,11,,,,,-12,-12,44.0,46,20,4,12,31,4.09,1.32,16.6,6.3,17%,2.5,6%,2.6,10.4%,0.8,.319,4.19,49%,19%,32%,31%,70%,-0.5,85.482
6559,676979,"Crochet, Garrett",25,L,BOS,AL,B+,"5503 DDF",54,32.32,13,78,329,14,6,31,10,,1,,32,32,167.0,119,55,15,48,233,2.96,1.00,20.6,12.6,36%,2.6,7%,4.8,29.0%,0.8,.262,2.62,44%,20%,36%,30%,73%,30.4,203.1294
7387,686539,"Cronin, Declan",27,R,MIA,NL,B,"3210 BDC",9,,,,18,3,3,57,,5,1,19,-9,-9,65.0,64,30,4,24,56,4.15,1.35,4.8,7.8,20%,3.3,8%,2.3,11.8%,0.6,.324,3.61,58%,19%,23%,32%,69%,3.9,97.8989
6877,668968,"Crouse, Hans",26,R,LAA,AL,F,"5500 AFF",0,451.63,718,748,,6,,54,,,2,18,-0,-0,58.0,41,24,7,24,90,3.72,1.12,4.2,14.0,39%,3.7,10%,3.8,28.9%,1.1,.284,2.59,44%,20%,36%,31%,70%,10.8,197.2801
7125,518585,"Cruz, Fernando",34,R,NYY,AL,B,"4501 CCA",14,496.57,335,749,35,3,2,71,,,5,30,-3,-3,73.0,52,30,6,36,102,3.70,1.21,4.1,12.6,34%,4.4,12%,2.8,22.5%,0.7,.299,3.34,34%,24%,42%,30%,70%,6.9,135.1839
7822,674444,"Cruz, Steven",25,R,KC,AL,F,"1100 AFF",0,,,,,2,,13,,,1,,-12,-12,15.0,14,6,1,7,12,3.60,1.40,4.9,7.2,18%,4.2,11%,1.7,7.9%,0.6,.332,4.54,44%,20%,36%,30%,75%,-0.8,43.5562
8085,702674,"Dana, Caden",21,R,LAA,AL,B,"1201 AFF",5,498.93,408,739,,4,5,16,5,,,,-9,-9,87.0,83,41,15,33,79,4.24,1.33,22.6,8.2,21%,3.4,9%,2.4,12.7%,1.6,.321,4.44,36%,21%,43%,28%,74%,-3.7,78.6635
7035,669721,"Daniel, Davis",27,R,ATL,NL,F,"1100 AFF",0,452.45,688,726,,2,1,8,2,,,,-21,-21,44.0,60,28,5,13,36,5.73,1.66,24.6,7.4,18%,2.7,6%,2.8,11.7%,1.0,.370,4.56,44%,20%,36%,38%,66%,-2.5,94.2502
3982,506433,"Darvish, Yu",38,R,SD,NL,A,"3303 DAA",36,234.20,145,359,103,11,8,26,12,,,,13,13,145.0,119,61,22,37,148,3.79,1.08,21.7,9.2,26%,2.3,6%,4.0,19.7%,1.4,.276,3.64,39%,18%,43%,27%,70%,8.1,137.1907
5909,656354,"Davis, Austin",32,L,SD,NL,F,"2300 AFF",0,,,,,1,1,7,,,,,-13,-13,7.0,6,3,,4,7,3.86,1.43,4.2,9.0,23%,5.1,13%,1.8,10.1%,,.336,4.15,44%,20%,36%,32%,70%,-0.1,51.5605
7141,663562,"Davis, Noah",27,R,COL,NL,F,"0000 AFF",0,,,,,,1,4,,,,,-18,-18,15.0,20,10,1,6,11,6.00,1.73,17.1,6.6,16%,3.6,8%,1.8,7.3%,0.6,.381,5.01,44%,20%,36%,37%,64%,-1.7,49.7134
5791,660853,"De Los Santos, Enyel",29,R,ATL,NL,B,"3400 ABB",0,451.06,502,502,,1,,14,,,1,1,-12,-12,15.0,12,6,2,6,17,3.60,1.20,4.3,10.2,28%,3.6,9%,2.8,18.2%,1.2,.298,3.78,37%,21%,43%,28%,75%,0.6,115.6178
7009,660787,"De Los Santos, Yerry",27,R,NYY,AL,F,"1000 AFF",0,,,,,,,13,,,1,,-15,-15,15.0,18,7,2,5,11,4.20,1.53,5.0,6.6,16%,3.0,7%,2.2,9.2%,1.2,.352,4.62,44%,20%,36%,33%,76%,-1.0,68.1849
6572,672282,"Detmers, Reid",25,L,LAA,AL,A+,"2403 AAA",33,389.75,261,510,,7,8,23,8,,,,-6,-6,131.0,124,64,21,50,144,4.40,1.33,23.6,9.9,26%,3.4,9%,2.9,17.3%,1.4,.320,4.02,36%,21%,44%,31%,71%,1.3,113.041
6894,664747,"Diaz, Alexis",28,R,CIN,NL,A,"2431 AAB",48,169.62,66,408,20,4,4,73,,25,5,9,1,1,73.0,58,32,8,38,82,3.95,1.32,4.1,10.1,27%,4.7,12%,2.2,14.6%,1.0,.318,4.33,33%,19%,49%,28%,72%,-2.1,75.9612
5187,621242,"Diaz, Edwin",30,R,NYM,NL,B+,"5531 FCC",76,55.31,27,165,203,7,4,73,,32,8,1,19,19,73.0,48,23,6,26,112,2.84,1.01,3.8,13.8,40%,3.2,9%,4.3,30.7%,0.7,.264,2.59,42%,17%,41%,30%,75%,13.6,207.4166
6860,646242,"Diaz, Jhonathan",28,L,SEA,AL,F,"1100 AFF",0,,,,,2,1,6,2,,,,-13,-13,29.0,32,13,2,12,24,4.03,1.52,21.0,7.5,19%,3.7,9%,2.0,9.5%,0.6,.350,4.56,44%,20%,36%,34%,73%,-1.7,63.4644
8035,700270,"Diaz, Yilber",24,R,ARI,NL,F,"3400 AFF",0,496.58,401,750,,3,5,12,4,,,,-8,-8,58.0,50,25,4,24,65,3.88,1.28,19.8,10.1,27%,3.7,10%,2.7,17.3%,0.6,.311,3.63,44%,20%,36%,31%,70%,3.3,117.6474
6229,677976,"Dobnak, Randy",30,R,MIN,AL,F,"0000 AFF",0,,,,,6,3,14,4,,,,-17,-17,65.0,76,34,7,33,48,4.71,1.68,20.9,6.7,16%,4.6,11%,1.4,5.1%,1.0,.373,5.20,44%,20%,36%,33%,73%,-8.8,20.8773
7282,689266,"Dodd, Dylan",26,L,ATL,NL,F,"1000 AFF",0,,,,,,1,3,1,,,,-18,-18,15.0,21,11,3,4,11,6.60,1.67,22.4,6.6,16%,2.4,5%,2.8,10.4%,1.8,.371,4.64,44%,20%,36%,36%,63%,-1.0,86.6564
8113,801403,"Dollander, Chase",23,R,COL,NL,F,"2201 AFF",7,508.47,340,750,,3,2,14,4,,,,-5,-5,73.0,65,27,2,30,69,3.33,1.30,21.5,8.5,22%,3.7,9%,2.3,13.0%,0.2,.316,4.05,44%,20%,36%,31%,73%,0.4,85.8354
5877,622554,"Dominguez, Seranthony",30,R,BAL,AL,A+,"3420 FBB",24,508.22,210,746,61,5,4,70,,10,3,19,-3,-3,65.0,56,30,12,25,75,4.15,1.25,3.8,10.4,28%,3.5,9%,3.0,18.9%,1.7,.306,3.73,39%,17%,43%,28%,73%,3.0,125.9026
6662,666808,"Doval, Camilo",27,R,SF,NL,A+,"5510 AAA",16,394.55,131,593,,6,4,67,,9,5,21,-3,-3,65.0,56,28,5,34,84,3.88,1.38,4.1,11.6,30%,4.7,12%,2.5,18.3%,0.7,.329,3.07,59%,15%,26%,33%,72%,8.2,135.8795
7352,681869,"Dubin, Shawn",29,R,HOU,AL,F,"2300 AFF",0,,,,17,1,4,15,,,2,7,-14,-14,44.0,40,21,5,24,46,4.30,1.45,12.5,9.4,24%,4.9,12%,1.9,11.7%,1.0,.340,4.24,44%,20%,36%,31%,72%,-0.8,67.0561
6477,641540,"Dunning, Dane",30,R,TEX,AL,B,"2201 DAA",7,461.20,571,750,68,3,3,15,4,,,,-14,-14,73.0,76,37,11,27,64,4.56,1.41,20.6,7.9,20%,3.3,8%,2.4,12.0%,1.4,.334,4.28,45%,19%,37%,31%,71%,-1.7,85.6416
6764,661395,"Duran, Jhoan",27,R,MIN,AL,B+,"5530 CAA",54,95.03,47,283,34,5,3,65,,34,2,5,12,12,65.0,55,22,5,18,84,3.05,1.12,3.9,11.6,32%,2.5,7%,4.7,25.8%,0.7,.285,2.32,62%,17%,21%,33%,75%,14.3,207.6446
6841,664123,"Effross, Scott",31,R,NYY,AL,F,"2000 AFF",0,,,,,3,,12,,,1,,-9,-9,15.0,14,5,1,4,10,3.00,1.20,5.0,6.0,16%,2.4,6%,2.5,10.0%,0.6,.298,4.28,44%,20%,36%,28%,76%,-0.3,74.342
5286,621107,"Eflin, Zach",30,R,BAL,AL,B+,"3203 FAB",33,193.80,111,282,134,11,8,30,13,,,,9,9,160.0,156,69,22,27,142,3.88,1.14,21.1,8.0,22%,1.5,4%,5.3,18.1%,1.2,.289,3.62,44%,20%,36%,30%,70%,9.3,142.2761
6959,693821,"Elder, Bryce",25,R,ATL,NL,B,"2100 AAA",0,456.71,534,747,,4,4,9,3,,,,-14,-14,51.0,54,28,5,20,41,4.94,1.45,24.2,7.2,18%,3.5,9%,2.0,9.6%,0.9,.340,4.23,50%,19%,30%,32%,66%,-0.9,71.845
8049,686642,"Ellard, Fraser",27,L,CWS,AL,F,"2411 AFF",20,454.98,439,748,,4,5,69,,3,4,14,-11,-11,73.0,71,34,7,38,83,4.19,1.49,4.6,10.2,26%,4.7,12%,2.2,14.3%,0.9,.346,4.00,44%,20%,36%,34%,73%,0.8,90.9664
6671,592288,"Emanuel, Kent",32,L,MIA,NL,F,"0000 AFF",0,,,,,,5,14,,,,6,-40,-40,44.0,85,43,7,15,27,8.80,2.27,16.0,5.5,12%,3.1,6%,1.8,5.4%,1.4,.446,5.88,44%,20%,36%,44%,61%,-9.7,43.8641
3880,543135,"Eovaldi, Nathan",35,R,TEX,AL,B+,"4203 FAA",39,209.90,163,293,139,11,9,28,12,,,,11,11,160.0,146,67,22,37,155,3.77,1.14,22.6,8.7,24%,2.1,5%,4.2,18.6%,1.2,.289,3.45,48%,19%,34%,29%,72%,12.8,144.5793
7321,668674,"Erceg, Lucas",29,R,KC,AL,A,"5320 BCC",30,175.53,72,503,18,3,3,57,,14,4,20,2,2,65.0,53,26,4,16,69,3.60,1.06,4.4,9.6,27%,2.2,6%,4.3,21.0%,0.6,.274,3.15,46%,22%,32%,30%,66%,7.6,155.0237
5556,502179,"Espino, Paolo",38,R,TOR,AL,F,"0000 AFF",0,,,,,,1,3,0,,,,-16,-16,15.0,19,8,2,4,7,4.80,1.53,21.8,4.2,10%,2.4,6%,1.8,4.6%,1.2,.352,5.18,44%,20%,36%,32%,71%,-2.0,37.3991
7848,683155,"Estes, Joey",23,R,ATH,AL,C+,"0003 ACD",9,486.94,453,749,,7,6,25,8,,,,-8,-8,131.0,140,65,23,29,90,4.47,1.29,21.5,6.2,16%,2.0,5%,3.1,11.3%,1.6,.314,5.15,24%,21%,55%,29%,71%,-17.0,67.8542
5234,608032,"Estevez, Carlos",32,R,KC,AL,B,"2230 BAA",27,238.02,76,552,12,4,4,66,,26,5,5,3,3,65.0,58,26,7,21,63,3.60,1.22,4.0,8.7,24%,2.9,8%,3.0,16.0%,1.0,.301,4.16,35%,19%,46%,29%,73%,-0.5,104.2043
7121,669093,"Estrada, Jeremiah",26,R,SD,NL,A,"5510 ADF",16,447.10,247,595,,4,4,55,,4,2,14,3,3,58.0,40,20,5,20,85,3.10,1.03,4.1,13.2,38%,3.1,8%,4.2,29.1%,0.8,.268,2.80,36%,21%,43%,30%,72%,9.3,191.2369
8141,688138,"Evans, Logan",23,R,SEA,AL,F,"2100 AFF",0,487.06,413,750,,5,3,17,,,,,-5,-5,58.0,50,23,4,22,47,3.57,1.24,13.9,7.3,19%,3.4,9%,2.1,10.6%,0.6,.306,4.23,44%,20%,36%,28%,72%,-1.0,69.7242
6023,656412,"Faedo, Alex",29,R,TB,AL,F,"1200 FFF",0,451.43,556,731,75,3,2,50,,,,15,-11,-11,58.0,52,25,10,30,55,3.88,1.41,4.9,8.5,22%,4.7,12%,1.8,10.2%,1.6,.334,4.69,36%,21%,43%,27%,79%,-4.2,47.5698
6163,664126,"Fairbanks, Pete",31,R,TB,AL,A,"3320 FAC",22,184.02,97,436,186,4,3,61,,22,5,,1,1,58.0,47,25,6,22,62,3.88,1.19,3.8,9.6,26%,3.4,9%,2.8,17.2%,0.9,.297,3.62,44%,19%,37%,28%,69%,3.4,117.5448
6667,663559,"Falter, Bailey",27,L,PIT,NL,B,"1103 CBC",18,498.62,457,749,32,7,8,30,7,,,,-10,-10,152.0,160,77,21,45,119,4.56,1.35,21.1,7.0,18%,2.7,7%,2.6,11.7%,1.2,.324,4.55,36%,23%,41%,31%,69%,-8.4,78.7661
4716,571656,"Farmer, Buck",34,R,ATL,NL,D,"2200 AFF",0,,,,,1,1,19,,,,2,-12,-12,22.0,19,9,2,9,21,3.68,1.27,4.7,8.6,23%,3.7,10%,2.3,13.3%,0.8,.311,4.19,39%,21%,40%,29%,73%,-0.2,82.392
6989,676534,"Faucher, Calvin",29,R,MIA,NL,A+,"4410 CDB",13,376.31,196,692,41,2,2,50,,6,2,10,-4,-4,58.0,45,22,5,24,65,3.41,1.19,4.7,10.1,27%,3.7,10%,2.7,17.6%,0.8,.297,3.38,48%,20%,32%,28%,73%,5.2,122.2083
5170,607200,"Fedde, Erick",32,R,STL,NL,B+,"2203 BAD",27,318.69,189,417,25,9,9,30,7,,,,0,0,160.0,150,72,21,54,138,4.05,1.27,21.8,7.8,21%,3.0,8%,2.6,12.8%,1.2,.311,4.10,44%,20%,36%,29%,72%,0.0,90.7611
6848,663372,"Feltner, Ryan",28,R,COL,NL,C+,"1103 FBC",18,505.26,433,750,153,6,8,32,8,,,,-10,-10,160.0,161,77,19,62,136,4.33,1.39,21.1,7.7,20%,3.5,9%,2.2,11.0%,1.1,.331,4.35,44%,20%,36%,31%,71%,-5.0,74.6499
5899,657571,"Ferguson, Caleb",28,L,PIT,NL,B,"3400 DCA",0,451.48,591,738,59,2,3,56,,,2,7,-12,-12,51.0,50,23,4,22,56,4.06,1.41,3.9,9.9,25%,3.9,10%,2.5,15.8%,0.7,.334,3.66,46%,24%,30%,34%,72%,2.8,110.6921
7995,621053,"Ferguson, Tyler",31,R,ATH,AL,F,"3410 AFF",11,463.02,531,747,,3,3,60,,2,,21,-5,-5,65.0,50,28,6,29,75,3.88,1.22,4.4,10.4,28%,4.0,11%,2.6,17.5%,0.8,.301,3.79,36%,19%,42%,28%,69%,2.4,105.2419
7925,681676,"Fernandez, Ryan",26,R,STL,NL,F,"3310 AFF",10,495.42,430,749,,2,3,54,,4,,17,-8,-8,58.0,52,24,4,26,60,3.72,1.34,4.5,9.3,24%,4.0,10%,2.3,14.1%,0.6,.323,3.88,44%,23%,33%,31%,73%,1.6,92.0952
7365,678606,"Ferrer, Jose",25,L,WSH,NL,B,"3110 FDB",8,492.86,284,739,114,3,3,64,,5,3,20,-6,-6,65.0,62,28,5,18,50,3.88,1.23,4.1,6.9,18%,2.5,6%,2.8,12.2%,0.7,.304,3.56,58%,18%,24%,30%,69%,4.3,106.4163
8024,701581,"Festa, David",25,R,MIN,AL,A+,"3401 ADA",11,315.88,213,472,,4,4,18,6,,,,-6,-6,87.0,81,37,11,33,96,3.83,1.31,20.0,9.9,26%,3.4,9%,2.9,17.5%,1.1,.317,3.88,35%,25%,40%,31%,74%,2.4,113.6453
5930,670036,"Festa, Matt",32,R,TEX,AL,F,"1200 AFF",0,451.57,556,732,,,,6,,,,,-14,-14,7.0,8,3,,3,6,3.86,1.57,5.1,7.7,19%,3.9,9%,2.0,9.8%,,.358,4.40,44%,20%,36%,36%,72%,-0.3,64.4906
6319,656420,"Feyereisen, J.P.",32,R,LA,NL,F,"0000 AFF",0,,,,,,1,6,,,1,,-16,-16,7.0,10,5,1,2,4,6.43,1.71,5.3,5.1,12%,2.6,6%,2.0,6.3%,1.3,.378,5.10,44%,20%,36%,36%,63%,-0.9,51.4579
6334,640448,"Finnegan, Kyle",33,R,WSH,NL,B,"3220 AAA",20,295.82,60,596,,4,2,58,,21,4,5,-2,-2,58.0,56,25,8,21,55,3.88,1.33,4.2,8.5,22%,3.3,8%,2.6,14.1%,1.2,.320,3.83,47%,21%,32%,30%,75%,1.9,103.2123
8092,690916,"Fitts, Richard",25,R,BOS,AL,F,"1100 AFF",0,501.80,153,749,,5,3,12,4,,,,-11,-11,58.0,62,29,9,18,44,4.50,1.38,20.3,6.8,18%,2.8,7%,2.4,10.7%,1.4,.329,4.40,44%,20%,36%,30%,71%,-2.2,79.3704
5696,656427,"Flaherty, Jack",29,R,DET,AL,C+,"3303 FAB",36,145.37,63,256,144,10,8,31,10,,,,9,9,152.0,134,61,18,52,161,3.61,1.22,19.8,9.5,26%,3.1,8%,3.1,17.7%,1.1,.303,3.65,40%,24%,36%,30%,74%,8.3,121.2961
5657,623167,"Flexen, Chris",30,R,CHI,NL,C+,"1000 AAA",0,452.24,577,742,,1,1,3,0,,,,-14,-14,15.0,16,8,2,5,11,4.80,1.40,21.1,6.6,17%,3.0,7%,2.2,9.5%,1.2,.332,4.82,36%,21%,43%,30%,68%,-1.3,59.0632
6710,671345,"Foley, Jason",29,R,DET,AL,B+,"2120 ABA",14,326.10,145,554,,2,2,47,,24,2,7,-4,-4,44.0,44,19,3,14,33,3.89,1.32,3.9,6.8,18%,2.9,7%,2.4,10.4%,0.6,.319,4.00,51%,21%,28%,31%,70%,0.5,83.555
7316,641585,"France, J.P.",29,R,HOU,AL,C+,"1200 BCB",0,,,,26,1,1,6,2,,,,-15,-15,29.0,28,16,4,12,27,4.97,1.38,20.3,8.4,22%,3.7,9%,2.2,12.3%,1.2,.329,4.59,35%,20%,46%,30%,66%,-1.8,72.2897
6981,670102,"Francis, Bowden",28,R,TOR,AL,A,"2203 CDD",27,234.82,126,343,41,9,6,25,8,,,,4,4,131.0,124,55,21,36,117,3.78,1.22,21.2,8.0,22%,2.5,6%,3.2,15.3%,1.4,.302,4.29,35%,18%,47%,28%,75%,-3.1,103.7938
5424,607536,"Freeland, Kyle",31,L,COL,NL,B,"1003 FAB",15,458.80,490,744,100,7,9,30,8,,,,-13,-13,160.0,181,82,26,44,114,4.61,1.41,22.5,6.4,16%,2.5,6%,2.6,10.3%,1.5,.333,4.55,42%,21%,37%,31%,71%,-8.9,78.0135
5590,608331,"Fried, Max",31,L,NYY,AL,B,"5203 FAA",45,103.12,50,168,141,13,8,27,12,,,,22,22,160.0,130,54,15,43,151,3.04,1.08,23.1,8.5,24%,2.4,6%,3.5,17.3%,0.8,.277,3.16,55%,19%,26%,27%,75%,18.5,137.3732
5322,608334,"Fulmer, Carson",31,R,PIT,NL,C,"1100 BDF",0,451.29,708,708,19,2,2,32,,,2,,-16,-16,58.0,56,30,7,30,49,4.66,1.48,7.8,7.6,19%,4.7,12%,1.6,7.6%,1.1,.345,4.84,41%,20%,39%,30%,70%,-5.3,34.1837
7089,683769,"Gaddis, Hunter",26,R,CLE,AL,B,"2210 ACF",7,502.98,234,749,,5,4,47,,2,3,24,4,4,65.0,47,22,7,16,58,3.05,0.97,5.2,8.0,23%,2.2,6%,3.6,17.0%,1.0,.256,3.98,36%,15%,49%,24%,73%,0.9,112.4252
5782,668678,"Gallen, Zac",29,R,ARI,NL,B+,"4303 CAA",42,126.06,47,192,30,13,8,30,13,,,,17,17,167.0,141,64,17,54,178,3.45,1.17,22.2,9.6,26%,2.9,8%,3.3,18.6%,0.9,.293,3.46,45%,20%,35%,29%,73%,13.1,133.4622
8000,642520,"Garabito, Gerson",29,R,TEX,AL,F,"2100 AFF",0,,,,,,1,5,1,,,,-13,-13,22.0,22,10,3,6,17,4.09,1.27,18.0,7.0,18%,2.5,6%,2.8,12.2%,1.2,.311,4.19,44%,20%,36%,29%,72%,-0.2,92.3004
4412,472610,"Garcia, Luis",38,R,LA,NL,B,"4200 CCA",0,451.13,565,565,46,2,2,30,,,1,5,-11,-11,29.0,30,13,4,8,27,4.03,1.31,4.0,8.4,22%,2.5,6%,3.4,15.9%,1.2,.317,3.47,52%,20%,28%,32%,73%,2.2,129.8477
6538,677651,"Garcia, Luis",28,R,HOU,AL,B+,"3300 FCA",0,443.98,293,599,325,5,4,11,4,,,,-4,-4,58.0,51,24,8,18,60,3.72,1.19,21.1,9.3,25%,2.8,7%,3.3,18.1%,1.2,.297,3.84,37%,20%,43%,29%,73%,1.9,122.2881
6246,670329,"Garcia, Rico",31,R,NYM,NL,F,"2300 AFF",0,,,,,2,,13,,,,,-12,-12,15.0,13,7,2,8,16,4.20,1.40,4.9,9.6,25%,4.8,12%,2.0,12.6%,1.2,.332,4.08,44%,20%,36%,29%,73%,0.0,74.342
7370,676395,"Garcia, Robert",28,L,TEX,AL,B,"4420 BDB",28,479.43,248,719,17,4,2,56,,10,4,16,-1,-1,58.0,46,23,5,22,66,3.57,1.17,4.1,10.2,28%,3.4,9%,3.0,19.0%,0.8,.294,3.28,47%,21%,32%,29%,71%,5.8,133.6903
4747,554340,"Garcia, Yimi",34,R,TOR,AL,A+,"4410 DBB",13,470.40,246,746,74,4,4,60,,6,2,18,-1,-1,58.0,46,24,7,16,65,3.72,1.07,3.8,10.1,28%,2.5,7%,4.1,21.7%,1.1,.275,3.48,36%,21%,43%,28%,69%,4.5,146.7001
6092,657585,"Garrett, Reed",32,R,NYM,NL,A+,"3410 DDB",11,462.73,459,750,64,5,4,54,,2,4,16,-6,-6,58.0,49,24,6,30,68,3.72,1.36,4.5,10.6,28%,4.7,12%,2.3,15.7%,0.9,.326,3.67,46%,21%,33%,31%,75%,3.0,100.4302
4311,592332,"Gausman, Kevin",34,R,TOR,AL,B+,"3303 BAB",36,168.93,74,232,,12,9,30,15,,,,16,16,174.0,158,66,17,48,182,3.41,1.18,23.2,9.4,26%,2.5,6%,3.8,19.2%,0.9,.296,3.65,40%,20%,40%,31%,74%,9.6,137.3047
3670,502043,"Gibson, Kyle",37,R,STL,NL,A,"2103 BAA",24,507.42,391,750,4,9,11,31,10,,,,-10,-10,174.0,176,88,24,67,146,4.55,1.40,23.7,7.5,19%,3.5,9%,2.2,10.8%,1.2,.331,4.33,45%,20%,35%,30%,70%,-5.0,74.3534
6785,661563,"Gil, Luis",26,R,NYY,AL,B,"1301 FDD",6,227.50,82,601,245,6,4,13,4,,,,-5,-5,73.0,59,32,9,37,78,3.95,1.32,23.2,9.6,25%,4.6,12%,2.1,13.6%,1.1,.318,4.36,35%,18%,47%,28%,73%,-2.3,71.8792
6264,669302,"Gilbert, Logan",27,R,SEA,AL,C,"4305 AAA",80,29.09,12,57,,11,7,30,13,,,,26,26,181.0,147,64,23,37,192,3.18,1.02,23.1,9.6,27%,1.8,5%,5.2,22.3%,1.1,.265,3.29,41%,19%,39%,28%,74%,18.0,161.0212
6821,656457,"Gilbert, Tyler",31,L,CWS,AL,F,"1200 AFF",0,451.30,719,719,,2,3,32,,,,1,-25,-25,44.0,65,32,3,13,39,6.55,1.77,6.3,8.0,19%,2.7,6%,3.0,12.9%,0.6,.386,4.53,44%,20%,36%,42%,61%,-2.3,106.975
6665,656458,"Gilbreath, Lucas",29,L,COL,NL,F,"2400 FFF",0,,,,405,2,2,62,,,,7,-14,-14,58.0,51,28,6,34,63,4.34,1.47,4.0,9.8,25%,5.3,13%,1.9,11.7%,0.9,.342,4.15,45%,21%,34%,30%,72%,-0.4,64.3994
7002,670810,"Gillaspie, Logan",27,R,SD,NL,F,"1000 AFF",0,,,,,1,,7,,,,,-13,-13,7.0,7,3,1,3,5,3.86,1.43,4.2,6.4,16%,3.9,10%,1.7,6.7%,1.3,.336,4.59,44%,20%,36%,28%,77%,-0.4,38.22
8051,687362,"Gillispie, Connor",27,R,MIA,NL,F,"1100 AFF",0,451.25,674,674,,1,1,5,1,,,1,-14,-14,22.0,21,11,4,9,18,4.50,1.36,18.4,7.4,19%,3.7,9%,2.0,9.8%,1.6,.326,4.42,44%,20%,36%,27%,73%,-0.9,62.8487
6224,656464,"Ginkel, Kevin",30,R,ARI,NL,A,"4410 ABA",13,507.39,354,742,,6,3,66,,4,4,18,3,3,65.0,59,21,4,18,72,2.91,1.18,3.9,10.0,27%,2.5,6%,4.0,20.7%,0.6,.296,3.32,45%,20%,35%,33%,76%,6.2,154.1913
6566,669372,"Ginn, J.T.",25,R,ATH,AL,C+,"1101 ADC",4,479.81,534,750,,5,5,19,6,,,,-13,-13,94.0,105,45,9,32,70,4.31,1.46,21.2,6.7,17%,3.1,7%,2.2,9.4%,0.9,.341,4.42,47%,21%,32%,33%,71%,-3.7,71.8108
4771,608337,"Giolito, Lucas",30,R,BOS,AL,A+,"2301 FAB",8,390.10,267,613,192,5,5,18,7,,,,-6,-6,102.0,91,49,17,38,106,4.32,1.26,23.1,9.3,25%,3.4,9%,2.8,16.3%,1.5,.310,4.03,37%,21%,43%,28%,71%,0.9,105.869
7839,687830,"Gipson-Long, Sawyer",27,R,DET,AL,F,"3200 FFF",0,481.76,448,750,171,1,1,6,2,,,,-14,-14,29.0,28,16,5,9,28,4.97,1.28,19.8,8.7,23%,2.8,7%,3.1,16.0%,1.6,.311,3.79,44%,20%,36%,30%,65%,1.1,117.5448
