HQID,MLBAMID,Player,Age,Bats,Team,Lg,Pos,LY5,LY10,LY15,LY20,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,12$,15$,PA,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS,BB%,ct%,Eye,h%,PX,SPD,RSpd,G%,L%,F%,xBA,BA,RC/G,RAR,BPX
8056,695681,"Moore, Christian",22,R,LAA,AL,2B,4,4,4,4,F,"2113 AFF",21,470.15,297,701,,6,6,408,381,60,105,15,,11,49,26,117,7,3,.278,.322,.406,0.728,6%,0.69,0.22,37%,88,77,59,44%,20%,36%,.221,15%,4.5,6.5,
6083,664238,"Moore, Dylan",32,R,SEA,AL,3B,654o73,654o73,654o7,654o7,C,"4503 DBB",36,360.93,186,502,99,1,1,442,389,57,79,22,3,11,44,52,138,29,8,.204,.297,.369,0.666,11%,0.64,0.38,28%,120,108,128,31%,18%,51%,.201,25%,3.5,-8.6,39
6747,666624,"Morel, Christopher",25,R,TB,AL,LF,5047o,5047o,504,504,B,"4315 AAD",65,262.53,77,352,,5,5,510,464,58,110,15,3,22,59,45,150,8,5,.237,.304,.433,0.738,8%,0.68,0.30,30%,122,112,80,45%,16%,39%,.228,30%,4.2,2.5,78
6784,672515,"Moreno, Gabriel",25,R,ARI,NL,C,2,2,2,2,B,"1233 CBA",27,186.27,85,286,73,7,7,442,398,50,113,23,0,7,64,43,74,5,1,.286,.354,.407,0.761,9%,0.81,0.58,33%,74,76,60,51%,20%,28%,.256,40%,5.0,16.0,100
6248,663624,"Mountcastle, Ryan",28,R,BAL,AL,1B,30,3,3,3,B,"4135 CAA",65,234.69,70,369,69,9,9,510,479,56,123,25,1,21,72,30,124,2,0,.259,.301,.456,0.757,5%,0.74,0.24,31%,120,77,59,42%,21%,37%,.255,30%,4.6,3.3,103
5900,656775,"Mullins, Cedric",30,L,BAL,AL,CF,8o,8o,8o,8o,C+,"2425 BAA",65,211.28,106,362,50,14,14,510,466,69,113,20,2,17,64,43,103,30,5,.244,.306,.412,0.719,8%,0.78,0.42,28%,97,93,106,36%,17%,47%,.233,40%,4.3,2.1,125
8125,691777,"Muncy, Max",22,R,ATH,AL,SS,6,6,6,6,F,"1101 AFF",3,,,,,-16,-16,136,127,12,27,6,0,2,14,8,42,1,1,.215,.259,.347,0.606,5%,0.66,0.19,30%,76,78,45,44%,20%,36%,.203,25%,2.5,-6.7,
4908,571970,"Muncy, Max",34,L,LA,NL,3B,5,5,5,5,B+,"5135 FAB",70,236.30,115,326,120,10,10,544,457,85,101,25,,28,86,86,142,1,0,.221,.344,.461,0.805,15%,0.69,0.61,25%,160,59,40,30%,19%,51%,.246,50%,5.2,14.2,196
6019,669221,"Murphy, Sean",30,R,ATL,NL,C,2,2,2,2,B,"3023 BAD",24,221.94,120,415,59,-2,-2,408,364,44,86,15,0,17,49,43,95,,,.239,.317,.426,0.743,10%,0.74,0.45,27%,113,72,,48%,16%,36%,.233,40%,4.4,9.1,107
5035,608596,"Murphy, Tom",33,R,SF,NL,C,2,2,2,2,F,"4011 FFF",6,462.96,555,750,181,-12,-12,170,161,16,40,11,,6,16,8,51,,,.248,.284,.441,0.725,4%,0.68,0.16,33%,133,70,,39%,18%,41%,.226,20%,4.1,2.6,42
7366,667472,"Myers, Dane",29,R,MIA,NL,OF,o987,o98,o9,o9,F,"1401 AFF",6,476.30,488,749,62,-14,-14,238,217,28,43,8,,4,14,20,86,6,,.200,.266,.295,0.561,8%,0.60,0.23,31%,78,97,108,44%,20%,36%,.186,20%,2.6,-9.9,
8047,665966,"Narvaez, Carlos",26,R,BOS,AL,C,2,2,2,2,F,"1201 AFF",4,460.00,507,749,,-14,-14,204,184,19,37,8,,3,20,19,68,3,0,.204,.276,.313,0.589,9%,0.63,0.28,30%,78,83,77,44%,20%,36%,.193,20%,2.7,-5.3,
5316,553882,"Narvaez, Omar",33,L,CWS,AL,C,2,2,2,2,F,"0001 AFF",1,,,,86,-20,-20,170,153,12,23,3,1,2,14,16,42,,,.152,.231,.232,0.463,9%,0.72,0.38,19%,46,92,,44%,20%,36%,.202,45%,1.5,-10.4,
6619,666310,"Naylor, Bo",25,L,CLE,AL,C,2,2,2,2,D+,"3205 AAC",50,291.47,192,392,,-1,-1,510,459,55,96,17,2,17,56,50,149,9,3,.211,.287,.372,0.659,9%,0.67,0.34,27%,107,92,74,33%,18%,49%,.207,30%,3.4,-2.8,17
5607,647304,"Naylor, Josh",27,L,ARI,NL,1B,30,30,3,3,B+,"3155 CAD",70,94.20,30,139,51,21,21,612,557,77,153,31,,22,102,54,91,8,2,.276,.339,.455,0.793,8%,0.84,0.59,30%,101,63,55,47%,18%,35%,.273,45%,5.4,15.8,192
7160,687263,"Neto, Zach",24,R,LAA,AL,SS,6,6,6,6,B,"4235 CAF",70,187.33,48,322,68,11,11,476,447,56,114,28,0,19,60,28,117,20,8,.257,.299,.454,0.752,5%,0.74,0.24,31%,126,66,66,44%,17%,39%,.253,30%,4.4,2.9,107
5505,621028,"Newman, Kevin",31,R,LAA,AL,SS,6435,64,64,64,D+,"0231 DCB",6,497.30,413,745,119,-15,-15,102,96,12,24,5,0,0,9,5,16,2,0,.260,.287,.351,0.638,4%,0.83,0.31,30%,43,81,75,46%,24%,30%,.248,40%,3.1,-3.3,7
4773,607043,"Nimmo, Brandon",31,L,NYM,NL,LF,o78,o78,o78,o78,B,"3335 BAB",70,168.30,94,268,8,11,11,578,511,78,128,23,3,19,67,66,129,8,1,.251,.336,.425,0.761,11%,0.75,0.51,30%,106,96,84,44%,19%,37%,.248,40%,4.9,12.3,135
7270,678877,"Noel, Jhonkensy",23,R,CLE,AL,RF,o93,o9,o9,o9,D+,"4013 AAC",24,387.25,107,488,,-6,-6,374,350,41,73,14,0,18,46,23,108,0,0,.211,.257,.415,0.673,6%,0.69,0.21,25%,128,71,35,38%,16%,46%,.223,35%,3.3,-6.7,50
6726,663457,"Nootbaar, Lars",27,L,STL,NL,RF,o978,o978,o978,o978,B,"3235 DBB",65,261.90,206,338,104,5,5,510,442,63,109,21,2,16,55,67,105,8,2,.248,.346,.421,0.767,13%,0.76,0.64,29%,103,86,71,49%,18%,33%,.254,50%,4.9,11.8,146
7172,681393,"Norby, Connor",24,R,MIA,NL,2B,54,54,5,5,C+,"4125 AAC",60,268.88,159,354,,6,6,476,438,67,108,23,0,18,51,37,136,8,4,.248,.305,.430,0.735,7%,0.69,0.27,32%,123,73,55,37%,23%,40%,.239,30%,4.3,5.0,46
7974,683083,"Nunez, Nasim",24,B,WSH,NL,SS,6,6,6,6,F,"0400 AFF",0,453.27,575,740,,-17,-17,68,60,7,11,1,0,0,4,7,17,5,1,.190,.269,.240,0.509,10%,0.71,0.41,26%,16,104,119,60%,18%,22%,.200,40%,1.9,-4.5,
5731,656811,"O'Hearn, Ryan",31,L,BAL,AL,DH,30o97,30o9,30o9,30o,B,"2233 AAC",30,359.79,212,445,,2,2,408,375,50,97,19,1,12,55,32,81,2,0,.261,.317,.422,0.739,7%,0.78,0.40,30%,95,82,63,42%,21%,37%,.253,35%,4.5,-1.1,114
7112,681351,"O'Hoppe, Logan",25,R,LAA,AL,C,20,2,2,2,B,"3025 FAB",50,120.75,67,186,120,9,9,544,504,66,125,16,1,26,68,39,146,2,3,.249,.302,.446,0.748,7%,0.71,0.27,30%,119,88,39,37%,20%,42%,.235,30%,4.4,12.2,78
5402,641933,"O'Neill, Tyler",29,R,BAL,AL,RF,o790,o790,o790,o79,B,"4225 FAB",65,183.20,96,266,192,6,6,476,425,65,101,18,,25,57,50,146,5,1,.239,.318,.461,0.778,10%,0.66,0.34,30%,151,84,74,39%,19%,43%,.239,30%,4.9,11.7,110
5743,660271,"Ohtani-H, Shohei",30,L,LA,NL,DH,0,0,0,0,C,"5555 AAD",100,1.39,1,4,17,42,42,612,524,102,153,28,6,41,101,87,144,35,4,.293,.393,.611,1.004,14%,0.72,0.60,33%,189,108,121,39%,21%,40%,.291,45%,8.8,61.7,371
6475,658668,"Olivares, Edward",29,R,NYM,NL,RF,9o0,9o,9o,9o,D,"1120 CCD",0,,,,114,-18,-18,34,31,3,6,1,0,1,3,2,6,0,0,.226,.242,.396,0.639,6%,0.78,0.33,21%,75,88,49,47%,20%,33%,.236,40%,2.5,-1.5,46
5060,621566,"Olson, Matt",30,L,ATL,NL,1B,3,3,3,3,B+,"4045 AAF",65,34.76,18,55,,20,20,646,563,87,142,32,0,34,104,82,156,0,0,.254,.347,.500,0.847,12%,0.72,0.53,29%,153,64,,37%,20%,43%,.261,40%,5.8,23.7,207
7149,680716,"Ornelas, Jonathan",24,R,TEX,AL,SS,56,6,6,6,F,"0200 AFF",0,,,,,-19,-19,34,32,2,6,0,0,0,1,1,9,0,0,.203,.212,.257,0.469,3%,0.70,0.11,26%,,100,75,44%,20%,36%,.163,15%,1.2,-3.0,
7891,672359,"Ornelas, Tirso",25,L,SD,NL,LF,7,7,7,7,F,"1123 AFF",21,493.52,269,750,,-7,-7,340,317,32,74,13,0,9,37,22,70,3,1,.236,.283,.367,0.650,6%,0.78,0.31,27%,79,71,54,44%,20%,36%,.240,40%,3.4,-6.2,39
7213,687401,"Ortiz, Joey",26,R,MIL,NL,SS,564,5,5,5,B+,"3335 AAA",70,292.01,165,360,11,3,3,510,469,59,112,28,5,12,58,40,109,10,5,.241,.299,.405,0.704,7%,0.77,0.37,29%,102,112,88,49%,14%,37%,.246,40%,3.9,-4.5,142
7080,681546,"Outman, James",27,L,LA,NL,OF,o8,o8,o8,o8,D,"2200 AAC",0,497.85,349,748,,-18,-18,34,30,4,6,1,0,1,3,3,11,0,0,.227,.273,.386,0.659,9%,0.61,0.27,28%,98,90,68,32%,24%,44%,.199,20%,2.9,-1.1,
4223,572008,"Owings, Chris",33,R,FA,,2B,4,4,4,4,F,"0100 AFF",0,,,,,-19,-19,34,30,3,5,0,0,0,2,3,12,0,0,.192,.242,.277,0.520,9%,0.60,0.25,28%,,96,56,44%,20%,36%,.142,10%,1.2,-2.6,
4356,542303,"Ozuna, Marcell",34,R,ATL,NL,DH,0,0,0,0,B+,"4245 BAD",75,65.34,26,98,,24,24,646,581,88,160,28,,37,95,64,156,1,,.276,.347,.516,0.864,9%,0.73,0.41,32%,148,60,61,38%,22%,40%,.268,40%,6.3,27.9,178
6293,665506,"Pache, Cristian",26,R,MIA,NL,CF,o87,o87,o87,o8,F,"1200 AFF",0,,,,99,-18,-18,68,61,7,10,2,,1,4,6,18,2,1,.179,.239,.275,0.513,8%,0.71,0.33,21%,59,87,78,44%,20%,36%,.206,40%,1.8,-4.9,
7155,681624,"Pages, Andy",24,R,LA,NL,OF,o897,o89,o89,o89,B,"3121 AAB",7,386.02,250,546,,-10,-10,204,185,27,44,12,0,6,25,18,55,1,1,.241,.305,.418,0.723,8%,0.70,0.33,31%,118,78,43,32%,23%,45%,.236,30%,4.0,-0.1,64
7972,686780,"Pages, Pedro",26,R,STL,NL,C,2,2,2,2,D,"1101 ABB",3,497.80,309,743,,-13,-13,238,222,20,47,6,1,6,26,15,64,1,1,.214,.262,.347,0.609,6%,0.71,0.23,27%,75,94,51,43%,19%,38%,.212,30%,2.7,-5.8,
6466,641943,"Palacios, Joshua",29,L,PIT,NL,RF,o9,o9,o9,9,F,"3111 AFF",6,463.64,486,750,21,-13,-13,238,221,24,47,17,1,3,19,17,70,3,6,.215,.267,.352,0.619,6%,0.68,0.23,30%,101,80,47,44%,20%,36%,.225,30%,2.6,-9.5,
6897,680700,"Palacios, Richie",27,L,TB,AL,LF,o497,o497,o497,o49,D,"1423 BBB",30,473.85,334,622,45,-1,-1,442,382,57,84,14,2,8,35,59,93,21,4,.221,.324,.337,0.661,13%,0.76,0.63,27%,71,96,101,48%,19%,33%,.234,55%,3.7,-4.4,60
6053,670623,"Paredes, Isaac",26,R,HOU,AL,3B,530,53,53,5,B+,"3035 AAC",55,200.15,93,341,,6,6,612,541,68,123,23,1,24,83,70,109,1,1,.228,.316,.412,0.728,11%,0.80,0.64,24%,104,73,37,34%,21%,45%,.255,55%,4.2,0.7,178
7827,677347,"Paris, Kyren",23,R,LAA,AL,SS,4,4,4,6,F,"0400 AFF",0,451.60,688,748,15,-19,-19,34,31,2,4,0,0,0,2,2,14,1,0,.145,.182,.227,0.409,6%,0.54,0.14,24%,,98,103,44%,20%,36%,.130,20%,0.8,-3.6,
6903,686469,"Pasquantino, Vinnie",27,L,KC,AL,1B,30,30,30,30,B+,"3145 CAA",65,111.39,70,147,149,11,11,578,530,63,137,32,0,20,86,47,73,1,,.260,.319,.440,0.758,8%,0.86,0.64,27%,100,56,56,39%,19%,42%,.270,60%,4.7,5.9,214
7951,688363,"Pauley, Graham",24,L,MIA,NL,3B,5,5,5,5,F,"2111 AFF",5,451.97,533,715,,-14,-14,170,152,18,30,7,0,4,18,17,42,2,1,.203,.278,.346,0.624,10%,0.72,0.40,25%,87,75,51,44%,20%,36%,.228,45%,2.8,-6.5,10
4377,592626,"Pederson, Joc",32,L,TEX,AL,DH,0,0,0,0,B,"4233 BAD",36,339.72,177,501,41,8,8,442,386,62,97,15,2,24,61,55,107,4,3,.251,.345,.492,0.837,12%,0.72,0.51,29%,144,99,63,39%,19%,42%,.257,40%,5.6,11.5,214
7046,678894,"Peguero, Liover",24,R,PIT,NL,2B,4,4,4,4,F,"1200 AFF",0,458.52,426,749,,-17,-17,68,63,6,13,3,0,1,7,4,19,1,0,.213,.254,.319,0.573,5%,0.69,0.21,28%,73,93,79,44%,20%,36%,.210,30%,2.5,-2.7,
6575,665161,"Pena, Jeremy",27,R,HOU,AL,SS,6,6,6,6,B,"2335 AAA",65,165.57,109,227,12,15,15,646,616,82,159,28,3,15,67,29,136,17,6,.260,.291,.391,0.682,4%,0.78,0.21,31%,81,108,97,51%,19%,30%,.253,35%,3.8,-6.7,71
7129,672724,"Peraza, Oswald",24,R,NYY,AL,3B,5,5,5,5,F,"1301 AFF",5,473.17,405,750,66,-12,-12,204,187,23,37,5,,5,21,16,54,8,4,.200,.261,.320,0.581,7%,0.71,0.30,25%,70,87,84,44%,20%,36%,.214,40%,2.5,-10.4,
6460,672695,"Perdomo, Geraldo",25,B,ARI,NL,SS,6,6,6,6,C+,"1313 CAC",24,442.75,290,605,69,-0,-0,442,397,63,97,19,2,4,40,44,80,10,2,.246,.320,.341,0.661,9%,0.80,0.55,30%,60,99,91,41%,20%,39%,.230,40%,3.7,-6.6,67
7985,640902,"Pereda, Jhonny",28,R,ATH,AL,C,2,2,2,2,F,"1001 AFF",2,453.06,627,743,,-15,-15,204,181,18,43,7,,3,11,22,55,,,.238,.320,.333,0.653,10%,0.70,0.40,33%,66,85,,44%,20%,36%,.202,25%,3.5,-0.5,
3849,521692,"Perez, Salvador",34,R,KC,AL,C,230,230,230,230,B,"3035 BAB",55,69.13,24,105,55,14,14,578,543,57,144,25,,26,93,34,128,,0,.267,.308,.458,0.766,5%,0.76,0.27,30%,116,59,,35%,22%,43%,.256,35%,4.9,20.2,107
7977,672761,"Perez, Wenceel",25,B,DET,AL,OF,o98,o98,o98,o98,D+,"1211 BBB",5,486.05,246,684,34,-13,-13,170,156,20,35,6,1,4,15,13,35,4,2,.226,.284,.372,0.656,7%,0.77,0.37,26%,79,93,78,37%,20%,43%,.229,40%,3.2,-3.9,60
7249,663368,"Perkins, Blake",28,B,MIL,NL,OF,8o,8o,8o,8o,D+,"1303 BAA",21,485.64,292,749,49,-8,-8,272,243,32,54,10,0,4,27,28,74,11,3,.224,.303,.329,0.632,10%,0.69,0.38,30%,68,89,89,42%,16%,43%,.196,25%,3.2,-6.5,
4765,502054,"Pham, Tommy",37,R,PIT,NL,LF,o9780,o978,o978,o978,C+,"2333 BAD",33,472.10,256,748,12,0,0,442,404,52,99,20,2,10,46,37,104,7,2,.245,.308,.384,0.692,8%,0.74,0.36,31%,90,95,82,47%,21%,32%,.245,30%,4.0,-0.9,57
4438,607680,"Pillar, Kevin",36,R,TEX,AL,OF,o8790,o879,o879,o8,D+,"3231 FDA",9,451.29,707,707,137,-12,-12,170,163,21,34,7,0,7,23,6,38,2,0,.214,.237,.401,0.638,3%,0.77,0.16,23%,105,79,65,37%,22%,40%,.250,45%,3.0,-5.5,85
4672,593871,"Polanco, Jorge",31,B,SEA,AL,3B,4,4,4,4,C+,"3115 FAC",50,430.81,261,583,162,-0,-0,476,425,50,98,16,,17,53,50,125,4,2,.231,.312,.396,0.707,10%,0.71,0.40,29%,104,68,49,32%,24%,44%,.231,40%,4.0,-2.5,32
6573,668472,"Pratto, Nick",26,L,KC,AL,LF,7,7,7,7,F,"1301 AFF",5,451.98,535,730,43,-16,-16,170,156,17,29,5,0,3,14,13,61,3,0,.190,.248,.301,0.549,7%,0.61,0.21,28%,73,81,81,44%,20%,36%,.185,25%,2.2,-9.0,
4177,595777,"Profar, Jurickson",32,B,ATL,NL,LF,7o0,7o,7o,7o,B+,"2145 AAC",60,190.29,79,289,8,11,11,544,483,76,128,26,0,14,62,60,88,7,1,.267,.346,.415,0.761,11%,0.82,0.68,30%,87,70,59,42%,21%,37%,.259,50%,4.9,12.5,150
8173,700337,"Quero, Edgar",21,B,CWS,AL,C,2,2,2,2,F,"1110 AFF",0,,,,,-16,-16,68,62,5,16,2,,2,10,5,13,0,0,.258,.313,.420,0.733,7%,0.78,0.38,30%,76,82,41,44%,20%,36%,.228,30%,4.2,1.1,57
7863,691620,"Quero, Jeferson",22,R,MIL,NL,C,2,2,2,2,F,"1101 AFF",3,465.12,472,750,,-17,-17,102,94,10,19,2,,2,10,7,24,0,0,.209,.257,.304,0.561,6%,0.74,0.29,25%,53,88,59,44%,20%,36%,.208,30%,2.4,-3.6,
7233,678882,"Rafaela, Ceddanne",24,R,BOS,AL,CF,8o64,8o6,8o6,8o6,C+,"2435 AAB",70,179.03,86,271,,7,7,510,492,61,120,24,4,13,62,17,132,16,10,.246,.269,.395,0.664,3%,0.73,0.13,31%,96,119,105,42%,24%,34%,.246,35%,3.3,-12.6,46
6347,663728,"Raleigh, Cal",28,B,SEA,AL,C,20,20,20,2,B+,"4125 AAA",60,79.05,31,121,,9,9,578,518,69,116,22,0,30,85,59,161,2,0,.225,.303,.446,0.749,10%,0.69,0.37,26%,142,66,50,31%,18%,51%,.233,30%,4.4,13.0,114
6655,670042,"Raley, Luke",30,L,SEA,AL,1B,o7398,o739,o739,o739,B,"4325 AAC",70,300.20,107,448,11,11,11,510,476,67,114,23,2,24,68,33,162,15,3,.240,.289,.454,0.743,6%,0.66,0.20,31%,145,87,88,44%,16%,40%,.236,30%,4.4,,75
8167,682663,"Ramirez, Agustin",23,R,MIA,NL,C,2,2,2,2,F,"3343 AFF",39,441.78,266,600,,-3,-3,272,245,34,59,12,1,11,40,26,57,9,1,.242,.314,.439,0.753,9%,0.76,0.46,27%,117,88,94,44%,20%,36%,.264,50%,4.7,8.1,167
4455,608070,"Ramirez, Jose",32,B,CLE,AL,3B,50,50,50,50,C,"4355 AAA",85,5.21,1,11,,33,33,646,571,96,159,36,2,31,99,74,75,29,5,.279,.361,.517,0.878,11%,0.87,0.99,28%,127,84,87,34%,19%,48%,.289,65%,6.7,40.6,353
7993,682868,"Ramos, Bryan",23,R,CWS,AL,3B,50,5,5,5,D,"2103 ABC",18,494.73,434,746,11,-5,-5,374,344,40,79,14,,10,40,29,94,4,4,.230,.289,.366,0.656,7%,0.73,0.31,29%,86,75,45,40%,17%,43%,.215,30%,3.3,-9.1,
6284,671218,"Ramos, Heliot",25,R,SF,NL,LF,o8790,o87,o87,o87,B,"3215 CAD",55,198.40,27,306,61,7,7,578,539,61,134,24,3,19,63,38,169,8,4,.249,.298,.416,0.714,6%,0.69,0.22,33%,111,108,79,46%,16%,38%,.225,25%,4.1,0.9,39
4489,592663,"Realmuto, J.T.",33,R,PHI,NL,C,2,2,2,2,C+,"3333 BAB",36,130.04,70,195,44,6,6,442,409,57,106,21,2,16,57,32,107,7,2,.259,.313,.447,0.759,7%,0.74,0.30,31%,115,95,80,43%,21%,37%,.255,30%,4.7,13.6,114
6444,656883,"Reetz, Jakson",29,R,NYM,NL,C,2,2,2,2,F,"2300 AFF",0,,,,,-19,-19,68,62,5,11,4,,1,6,5,20,0,,.178,.239,.315,0.553,7%,0.67,0.25,24%,93,81,81,44%,20%,36%,.210,40%,2.1,-2.9,
4682,608701,"Refsnyder, Rob",33,R,BOS,AL,OF,o790,o790,o79,o79,D+,"2211 CCD",6,472.36,428,748,75,-8,-8,204,182,24,48,9,0,4,25,21,50,2,0,.265,.340,.411,0.751,10%,0.72,0.42,34%,82,79,62,43%,23%,34%,.232,30%,4.5,2.6,3
7346,621545,"Remillard, Zach",31,R,CWS,AL,2B,4,4,4,4,F,"0000 AFF",0,,,,,-20,-20,34,32,2,3,0,0,0,1,1,11,0,0,.103,.121,.165,0.286,3%,0.65,0.09,14%,,107,26,44%,20%,36%,.155,40%,0.3,-4.1,
5083,592669,"Renfroe, Hunter",33,R,KC,AL,RF,9o,9o,9o,9o,D+,"3013 BAB",21,492.94,365,744,56,-1,-1,442,406,49,94,19,,17,55,35,96,1,1,.233,.292,.414,0.707,7%,0.76,0.36,26%,107,67,35,40%,15%,44%,.230,35%,3.9,-0.8,100
6049,650859,"Rengifo, Luis",28,B,LAA,AL,3B,54,54,54,54,C+,"1343 DAB",33,151.93,60,249,100,6,6,442,414,53,111,16,2,10,41,27,79,18,5,.271,.313,.396,0.709,6%,0.81,0.34,31%,72,99,96,50%,21%,29%,.261,40%,4.3,1.1,89
6058,668804,"Reynolds, Bryan",30,B,PIT,NL,RF,o709,o709,o709,o709,B,"3345 AAA",75,91.39,48,121,28,18,18,646,586,77,156,26,3,24,81,59,147,9,1,.267,.333,.449,0.782,9%,0.75,0.40,32%,110,89,80,44%,23%,33%,.261,40%,5.2,21.1,125
8017,700250,"Rice, Ben",26,L,NYY,AL,1B,3,3,3,3,D,"3111 ACF",6,482.89,266,685,,-7,-7,238,214,32,50,9,,8,36,23,62,4,1,.235,.308,.392,0.700,9%,0.71,0.37,29%,103,68,57,35%,21%,44%,.226,30%,4.0,-2.4,28
5587,663586,"Riley, Austin",27,R,ATL,NL,3B,5,5,5,5,B+,"4345 AAB",80,29.80,13,45,26,22,22,646,594,91,159,35,1,34,92,51,167,0,,.268,.326,.506,0.832,7%,0.72,0.31,32%,152,81,81,36%,22%,41%,.263,30%,5.7,25.8,182
5776,621458,"Rios, Edwin",30,L,CIN,NL,1B,3,3,3,3,F,"4301 AFF",8,,,,139,-16,-16,102,92,10,19,5,,3,11,9,39,0,,.216,.277,.397,0.674,8%,0.57,0.23,32%,132,80,80,44%,20%,36%,.199,20%,3.2,-3.4,
7989,660844,"Rivas, Leo",27,B,SEA,AL,SS,64,64,6,6,F,"0301 AFF",4,451.30,722,722,,-15,-15,102,88,12,19,3,0,0,7,13,29,6,3,.218,.317,.300,0.617,12%,0.67,0.45,32%,35,90,88,44%,20%,36%,.182,25%,2.6,-4.6,
6196,673357,"Robert Jr., Luis",27,R,CWS,AL,CF,8o,8o,8o,8o,C+,"4325 FAD",70,82.03,26,127,102,12,12,476,445,61,116,23,,20,53,30,142,19,4,.263,.307,.456,0.764,6%,0.68,0.21,34%,130,82,85,39%,20%,41%,.236,25%,4.8,8.2,53
7097,642020,"Robinson, Chuckie",30,R,LAA,AL,C,2,2,2,2,F,"0000 AFF",0,,,,,-20,-20,68,65,3,10,0,0,1,5,2,26,,0,.162,.179,.261,0.440,2%,0.60,0.08,24%,31,90,,44%,20%,36%,.152,20%,1.1,-5.4,
5167,645302,"Robles, Victor",27,R,SEA,AL,RF,o897,o897,o897,o89,C,"1525 FCD",65,193.89,117,310,178,17,17,544,503,71,138,27,2,4,45,40,111,44,4,.276,.328,.368,0.696,7%,0.78,0.36,35%,62,105,130,43%,23%,34%,.238,30%,4.5,8.5,35
6787,677587,"Rocchio, Brayan",24,B,CLE,AL,SS,6,6,6,6,D+,"1225 AAB",50,443.11,315,735,,-2,-2,544,498,60,109,25,2,5,50,45,112,13,7,.221,.284,.317,0.600,8%,0.77,0.40,27%,63,83,67,51%,19%,30%,.238,50%,2.8,-22.1,14
5584,663898,"Rodgers, Brendan",28,R,HOU,AL,2B,4,4,4,4,B+,"2021 FAA",5,483.13,259,749,149,-13,-13,136,127,16,34,7,0,3,14,8,30,,0,.268,.311,.410,0.721,5%,0.76,0.27,33%,86,88,,54%,18%,28%,.238,30%,4.3,1.3,50
7205,682848,"Rodriguez, Endy",24,B,PIT,NL,C,2,2,2,2,F,"2133 FFF",27,424.00,227,588,171,-7,-7,306,281,40,65,18,1,5,36,24,61,1,0,.234,.292,.372,0.664,7%,0.78,0.39,28%,86,76,52,34%,24%,42%,.245,40%,3.5,-1.0,78
7908,671286,"Rodriguez, Johnathan",25,R,CLE,AL,OF,o9,o,o,o,F,"2200 AFF",0,497.81,359,750,,-17,-17,34,30,3,7,1,,1,4,3,10,0,0,.244,.303,.401,0.704,9%,0.65,0.30,32%,94,91,65,44%,20%,36%,.202,15%,3.7,-0.3,
6883,677594,"Rodriguez, Julio",24,R,SEA,AL,CF,8o0,8o,8o,8o,D+,"4335 BAB",75,13.65,3,22,43,28,28,578,534,85,154,23,0,27,82,43,144,25,6,.289,.341,.491,0.832,7%,0.73,0.30,35%,123,86,87,45%,19%,36%,.255,25%,5.9,26.8,117
6051,668670,"Rogers, Jake",29,R,DET,AL,C,20,2,2,2,D+,"4313 FCC",33,462.14,255,648,188,-7,-7,340,314,43,66,14,1,14,42,25,107,0,,.210,.268,.407,0.676,7%,0.66,0.23,27%,130,87,87,36%,20%,44%,.225,35%,3.4,-1.5,35
7376,679032,"Rojas, Johan",24,R,PHI,NL,CF,8o,8o,8o,8o,C+,"1523 ABD",33,490.21,282,715,,1,1,340,325,46,80,14,3,3,31,14,70,25,4,.248,.277,.352,0.629,4%,0.78,0.20,31%,59,138,171,53%,15%,32%,.233,35%,3.3,-8.1,42
6233,668942,"Rojas, Josh",30,L,CWS,AL,3B,547o,54,5,5,D+,"1313 BAB",24,488.65,369,747,33,-0,-0,374,339,55,81,16,0,5,43,34,88,13,1,.240,.308,.346,0.654,9%,0.74,0.39,31%,67,79,82,41%,21%,38%,.221,30%,3.6,-6.0,
4569,500743,"Rojas, Miguel",36,R,LA,NL,SS,645,645,6,6,C,"1241 BAB",8,484.73,487,750,30,-13,-13,136,126,15,33,6,0,2,12,9,15,2,0,.264,.311,.374,0.685,6%,0.88,0.60,28%,58,79,64,47%,22%,31%,.267,60%,3.9,-1.0,128
7865,691011,"Romo, Drew",23,B,COL,NL,C,2,2,2,2,D,"0000 ACA",0,495.62,313,747,,-18,-18,68,65,5,14,2,0,0,6,2,15,0,0,.220,.239,.323,0.562,2%,0.76,0.13,28%,27,80,20,40%,21%,38%,.196,30%,1.9,-3.3,
6489,667670,"Rooker, Brent",30,R,ATH,AL,DH,0o7,0o,0,0,B,"5125 AAF",65,65.05,21,138,9,19,19,578,523,74,134,24,0,35,92,54,184,6,2,.256,.326,.512,0.838,9%,0.65,0.29,33%,171,76,58,34%,20%,46%,.243,20%,5.6,15.2,139
6639,666163,"Rortvedt, Ben",27,L,TB,AL,C,2,2,2,2,D,"1201 DCA",4,484.74,329,749,140,-15,-15,238,215,20,43,8,,3,21,22,69,0,,.204,.274,.295,0.569,9%,0.68,0.32,28%,62,69,69,44%,19%,37%,.191,25%,2.4,-7.7,
5389,642708,"Rosario, Amed",29,R,WSH,NL,2B,49o056,49o056,49o0,49o,C,"1521 AAA",9,496.05,311,742,,-8,-8,238,229,25,58,10,2,2,21,8,50,8,2,.255,.279,.355,0.633,3%,0.78,0.16,32%,59,128,128,51%,20%,30%,.243,30%,3.3,-4.3,25
